
test bypass  ,  select =  000  ,  SO = 0  ,  UO = 0  ,  a[3:0] --> Y[3:0]

   a    |   b     |  Y     S_O  U_O
 1001   | 1101    | 1100    0    1  ~~~~   -7 -  -3 =  -4   <*>     9 -  13 =  -4
 1001   | 1110    | 1011    0    1  ~~~~   -7 -  -2 =  -5   <*>     9 -  14 =  -5
 1001   | 1111    | 1010    0    1  ~~~~   -7 -  -1 =  -6   <*>     9 -  15 =  -6
-----------------------------------
 1010   | 0000    | 1010    0    0  ~~~~   -6 -   0 =  -6   <*>    10 -   0 =  10
 1010   | 0001    | 1001    0    0  ~~~~   -6 -   1 =  -7   <*>    10 -   1 =   9
 1010   | 0010    | 1000    0    0  ~~~~   -6 -   2 =  -8   <*>    10 -   2 =   8
 1010   | 0011    | 0111    1    0  ~~~~   -6 -   3 =  -9   <*>    10 -   3 =   7
 1010   | 0100    | 0110    1    0  ~~~~   -6 -   4 = -10   <*>    10 -   4 =   6
 1010   | 0101    | 0101    1    0  ~~~~   -6 -   5 = -11   <*>    10 -   5 =   5
 1010   | 0110    | 0100    1    0  ~~~~   -6 -   6 = -12   <*>    10 -   6 =   4
 1010   | 0111    | 0011    1    0  ~~~~   -6 -   7 = -13   <*>    10 -   7 =   3
 1010   | 1000    | 0010    0    0  ~~~~   -6 -  -8 =   2   <*>    10 -   8 =   2
 1010   | 1001    | 0001    0    0  ~~~~   -6 -  -7 =   1   <*>    10 -   9 =   1
 1010   | 1010    | 0000    0    0  ~~~~   -6 -  -6 =   0   <*>    10 -  10 =   0
 1010   | 1011    | 1111    0    1  ~~~~   -6 -  -5 =  -1   <*>    10 -  11 =  -1
 1010   | 1100    | 1110    0    1  ~~~~   -6 -  -4 =  -2   <*>    10 -  12 =  -2
 1010   | 1101    | 1101    0    1  ~~~~   -6 -  -3 =  -3   <*>    10 -  13 =  -3
 1010   | 1110    | 1100    0    1  ~~~~   -6 -  -2 =  -4   <*>    10 -  14 =  -4
 1010   | 1111    | 1011    0    1  ~~~~   -6 -  -1 =  -5   <*>    10 -  15 =  -5
-----------------------------------
 1011   | 0000    | 1011    0    0  ~~~~   -5 -   0 =  -5   <*>    11 -   0 =  11
 1011   | 0001    | 1010    0    0  ~~~~   -5 -   1 =  -6   <*>    11 -   1 =  10
 1011   | 0010    | 1001    0    0  ~~~~   -5 -   2 =  -7   <*>    11 -   2 =   9
 1011   | 0011    | 1000    0    0  ~~~~   -5 -   3 =  -8   <*>    11 -   3 =   8
 1011   | 0100    | 0111    1    0  ~~~~   -5 -   4 =  -9   <*>    11 -   4 =   7
 1011   | 0101    | 0110    1    0  ~~~~   -5 -   5 = -10   <*>    11 -   5 =   6
 1011   | 0110    | 0101    1    0  ~~~~   -5 -   6 = -11   <*>    11 -   6 =   5
 1011   | 0111    | 0100    1    0  ~~~~   -5 -   7 = -12   <*>    11 -   7 =   4
 1011   | 1000    | 0011    0    0  ~~~~   -5 -  -8 =   3   <*>    11 -   8 =   3
 1011   | 1001    | 0010    0    0  ~~~~   -5 -  -7 =   2   <*>    11 -   9 =   2
 1011   | 1010    | 0001    0    0  ~~~~   -5 -  -6 =   1   <*>    11 -  10 =   1
 1011   | 1011    | 0000    0    0  ~~~~   -5 -  -5 =   0   <*>    11 -  11 =   0
 1011   | 1100    | 1111    0    1  ~~~~   -5 -  -4 =  -1   <*>    11 -  12 =  -1
 1011   | 1101    | 1110    0    1  ~~~~   -5 -  -3 =  -2   <*>    11 -  13 =  -2
 1011   | 1110    | 1101    0    1  ~~~~   -5 -  -2 =  -3   <*>    11 -  14 =  -3
 1011   | 1111    | 1100    0    1  ~~~~   -5 -  -1 =  -4   <*>    11 -  15 =  -4
-----------------------------------
 1100   | 0000    | 1100    0    0  ~~~~   -4 -   0 =  -4   <*>    12 -   0 =  12
 1100   | 0001    | 1011    0    0  ~~~~   -4 -   1 =  -5   <*>    12 -   1 =  11
 1100   | 0010    | 1010    0    0  ~~~~   -4 -   2 =  -6   <*>    12 -   2 =  10
 1100   | 0011    | 1001    0    0  ~~~~   -4 -   3 =  -7   <*>    12 -   3 =   9
 1100   | 0100    | 1000    0    0  ~~~~   -4 -   4 =  -8   <*>    12 -   4 =   8
 1100   | 0101    | 0111    1    0  ~~~~   -4 -   5 =  -9   <*>    12 -   5 =   7
 1100   | 0110    | 0110    1    0  ~~~~   -4 -   6 = -10   <*>    12 -   6 =   6
 1100   | 0111    | 0101    1    0  ~~~~   -4 -   7 = -11   <*>    12 -   7 =   5
 1100   | 1000    | 0100    0    0  ~~~~   -4 -  -8 =   4   <*>    12 -   8 =   4
 1100   | 1001    | 0011    0    0  ~~~~   -4 -  -7 =   3   <*>    12 -   9 =   3
 1100   | 1010    | 0010    0    0  ~~~~   -4 -  -6 =   2   <*>    12 -  10 =   2
 1100   | 1011    | 0001    0    0  ~~~~   -4 -  -5 =   1   <*>    12 -  11 =   1
 1100   | 1100    | 0000    0    0  ~~~~   -4 -  -4 =   0   <*>    12 -  12 =   0
 1100   | 1101    | 1111    0    1  ~~~~   -4 -  -3 =  -1   <*>    12 -  13 =  -1
 1100   | 1110    | 1110    0    1  ~~~~   -4 -  -2 =  -2   <*>    12 -  14 =  -2
 1100   | 1111    | 1101    0    1  ~~~~   -4 -  -1 =  -3   <*>    12 -  15 =  -3
-----------------------------------
 1101   | 0000    | 1101    0    0  ~~~~   -3 -   0 =  -3   <*>    13 -   0 =  13
 1101   | 0001    | 1100    0    0  ~~~~   -3 -   1 =  -4   <*>    13 -   1 =  12
 1101   | 0010    | 1011    0    0  ~~~~   -3 -   2 =  -5   <*>    13 -   2 =  11
 1101   | 0011    | 1010    0    0  ~~~~   -3 -   3 =  -6   <*>    13 -   3 =  10
 1101   | 0100    | 1001    0    0  ~~~~   -3 -   4 =  -7   <*>    13 -   4 =   9
 1101   | 0101    | 1000    0    0  ~~~~   -3 -   5 =  -8   <*>    13 -   5 =   8
 1101   | 0110    | 0111    1    0  ~~~~   -3 -   6 =  -9   <*>    13 -   6 =   7
 1101   | 0111    | 0110    1    0  ~~~~   -3 -   7 = -10   <*>    13 -   7 =   6
 1101   | 1000    | 0101    0    0  ~~~~   -3 -  -8 =   5   <*>    13 -   8 =   5
 1101   | 1001    | 0100    0    0  ~~~~   -3 -  -7 =   4   <*>    13 -   9 =   4
 1101   | 1010    | 0011    0    0  ~~~~   -3 -  -6 =   3   <*>    13 -  10 =   3
 1101   | 1011    | 0010    0    0  ~~~~   -3 -  -5 =   2   <*>    13 -  11 =   2
 1101   | 1100    | 0001    0    0  ~~~~   -3 -  -4 =   1   <*>    13 -  12 =   1
 1101   | 1101    | 0000    0    0  ~~~~   -3 -  -3 =   0   <*>    13 -  13 =   0
 1101   | 1110    | 1111    0    1  ~~~~   -3 -  -2 =  -1   <*>    13 -  14 =  -1
 1101   | 1111    | 1110    0    1  ~~~~   -3 -  -1 =  -2   <*>    13 -  15 =  -2
-----------------------------------
 1110   | 0000    | 1110    0    0  ~~~~   -2 -   0 =  -2   <*>    14 -   0 =  14
 1110   | 0001    | 1101    0    0  ~~~~   -2 -   1 =  -3   <*>    14 -   1 =  13
 1110   | 0010    | 1100    0    0  ~~~~   -2 -   2 =  -4   <*>    14 -   2 =  12
 1110   | 0011    | 1011    0    0  ~~~~   -2 -   3 =  -5   <*>    14 -   3 =  11
 1110   | 0100    | 1010    0    0  ~~~~   -2 -   4 =  -6   <*>    14 -   4 =  10
 1110   | 0101    | 1001    0    0  ~~~~   -2 -   5 =  -7   <*>    14 -   5 =   9
 1110   | 0110    | 1000    0    0  ~~~~   -2 -   6 =  -8   <*>    14 -   6 =   8
 1110   | 0111    | 0111    1    0  ~~~~   -2 -   7 =  -9   <*>    14 -   7 =   7
 1110   | 1000    | 0110    0    0  ~~~~   -2 -  -8 =   6   <*>    14 -   8 =   6
 1110   | 1001    | 0101    0    0  ~~~~   -2 -  -7 =   5   <*>    14 -   9 =   5
 1110   | 1010    | 0100    0    0  ~~~~   -2 -  -6 =   4   <*>    14 -  10 =   4
 1110   | 1011    | 0011    0    0  ~~~~   -2 -  -5 =   3   <*>    14 -  11 =   3
 1110   | 1100    | 0010    0    0  ~~~~   -2 -  -4 =   2   <*>    14 -  12 =   2
 1110   | 1101    | 0001    0    0  ~~~~   -2 -  -3 =   1   <*>    14 -  13 =   1
 1110   | 1110    | 0000    0    0  ~~~~   -2 -  -2 =   0   <*>    14 -  14 =   0
 1110   | 1111    | 1111    0    1  ~~~~   -2 -  -1 =  -1   <*>    14 -  15 =  -1
-----------------------------------
 1111   | 0000    | 1111    0    0  ~~~~   -1 -   0 =  -1   <*>    15 -   0 =  15
 1111   | 0001    | 1110    0    0  ~~~~   -1 -   1 =  -2   <*>    15 -   1 =  14
 1111   | 0010    | 1101    0    0  ~~~~   -1 -   2 =  -3   <*>    15 -   2 =  13
 1111   | 0011    | 1100    0    0  ~~~~   -1 -   3 =  -4   <*>    15 -   3 =  12
 1111   | 0100    | 1011    0    0  ~~~~   -1 -   4 =  -5   <*>    15 -   4 =  11
 1111   | 0101    | 1010    0    0  ~~~~   -1 -   5 =  -6   <*>    15 -   5 =  10
 1111   | 0110    | 1001    0    0  ~~~~   -1 -   6 =  -7   <*>    15 -   6 =   9
 1111   | 0111    | 1000    0    0  ~~~~   -1 -   7 =  -8   <*>    15 -   7 =   8
 1111   | 1000    | 0111    0    0  ~~~~   -1 -  -8 =   7   <*>    15 -   8 =   7
 1111   | 1001    | 0110    0    0  ~~~~   -1 -  -7 =   6   <*>    15 -   9 =   6
 1111   | 1010    | 0101    0    0  ~~~~   -1 -  -6 =   5   <*>    15 -  10 =   5
 1111   | 1011    | 0100    0    0  ~~~~   -1 -  -5 =   4   <*>    15 -  11 =   4
 1111   | 1100    | 0011    0    0  ~~~~   -1 -  -4 =   3   <*>    15 -  12 =   3
 1111   | 1101    | 0010    0    0  ~~~~   -1 -  -3 =   2   <*>    15 -  13 =   2
 1111   | 1110    | 0001    0    0  ~~~~   -1 -  -2 =   1   <*>    15 -  14 =   1
 1111   | 1111    | 0000    0    0  ~~~~   -1 -  -1 =   0   <*>    15 -  15 =   0
-----------------------------------


************************************************************************************
************************************************************************************


test increment  ,  select =  110  ,  a[3:0] + 1 --> Y[3:0]

   a    |   b     |  Y     S_O  U_O
-----------------------------------
 0000   | 0000    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 0001    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 0010    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 0011    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 0100    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 0101    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 0110    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 0111    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 1000    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 1001    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 1010    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 1011    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 1100    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 1101    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 1110    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
 0000   | 1111    | 0001    0    0  ~~~~    0 + 1 =   1   <*>     0 + 1 =   1
-----------------------------------
 0001   | 0000    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 0001    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 0010    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 0011    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 0100    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 0101    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 0110    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 0111    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 1000    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 1001    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 1010    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 1011    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 1100    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 1101    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 1110    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
 0001   | 1111    | 0010    0    0  ~~~~    1 + 1 =   2   <*>     1 + 1 =   2
-----------------------------------
 0010   | 0000    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 0001    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 0010    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 0011    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 0100    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 0101    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 0110    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 0111    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 1000    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 1001    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 1010    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 1011    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 1100    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 1101    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 1110    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
 0010   | 1111    | 0011    0    0  ~~~~    2 + 1 =   3   <*>     2 + 1 =   3
-----------------------------------
 0011   | 0000    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 0001    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 0010    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 0011    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 0100    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 0101    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 0110    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 0111    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 1000    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 1001    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 1010    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 1011    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 1100    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 1101    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 1110    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
 0011   | 1111    | 0100    0    0  ~~~~    3 + 1 =   4   <*>     3 + 1 =   4
-----------------------------------
 0100   | 0000    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 0001    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 0010    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 0011    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 0100    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 0101    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 0110    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 0111    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 1000    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 1001    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 1010    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 1011    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 1100    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 1101    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 1110    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
 0100   | 1111    | 0101    0    0  ~~~~    4 + 1 =   5   <*>     4 + 1 =   5
-----------------------------------
 0101   | 0000    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 0001    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 0010    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 0011    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 0100    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 0101    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 0110    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 0111    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 1000    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 1001    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 1010    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 1011    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 1100    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 1101    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 1110    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
 0101   | 1111    | 0110    0    0  ~~~~    5 + 1 =   6   <*>     5 + 1 =   6
-----------------------------------
 0110   | 0000    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 0001    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 0010    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 0011    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 0100    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 0101    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 0110    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 0111    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 1000    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 1001    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 1010    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 1011    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 1100    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 1101    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 1110    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
 0110   | 1111    | 0111    0    0  ~~~~    6 + 1 =   7   <*>     6 + 1 =   7
-----------------------------------
 0111   | 0000    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 0001    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 0010    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 0011    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 0100    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 0101    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 0110    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 0111    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 1000    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 1001    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 1010    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 1011    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 1100    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 1101    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 1110    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
 0111   | 1111    | 1000    1    0  ~~~~    7 + 1 =   8   <*>     7 + 1 =   8
-----------------------------------
 1000   | 0000    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 0001    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 0010    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 0011    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 0100    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 0101    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 0110    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 0111    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 1000    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 1001    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 1010    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 1011    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 1100    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 1101    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 1110    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
 1000   | 1111    | 1001    0    0  ~~~~   -8 + 1 =  -7   <*>     8 + 1 =   9
-----------------------------------
 1001   | 0000    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 0001    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 0010    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 0011    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 0100    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 0101    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 0110    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 0111    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 1000    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 1001    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 1010    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 1011    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 1100    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 1101    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 1110    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
 1001   | 1111    | 1010    0    0  ~~~~   -7 + 1 =  -6   <*>     9 + 1 =  10
-----------------------------------
 1010   | 0000    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 0001    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 0010    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 0011    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 0100    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 0101    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 0110    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 0111    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 1000    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 1001    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 1010    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 1011    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 1100    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 1101    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 1110    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
 1010   | 1111    | 1011    0    0  ~~~~   -6 + 1 =  -5   <*>    10 + 1 =  11
-----------------------------------
 1011   | 0000    | 1100    0    0  ~~~~   -5 + 1 =  -4   <*>    11 + 1 =  12
 1011   | 0001    | 1100    0    0  ~~~~   -5 + 1 =  -4   <*>    11 + 1 =  12
 1011   | 0010    | 1100    0    0  ~~~~   -5 + 1 =  -4   <*>    11 + 1 =  12
