
test bypass  ,  select =  000  ,  SO = 0  ,  UO = 0  ,  a[3:0] --> Y[3:0]

   a    |   b     |  Y     S_O  U_O
 0010   | 1001    | 1101    0    0    CORRECT, ~a -> Y
 0010   | 1010    | 1101    0    0    CORRECT, ~a -> Y
 0010   | 1011    | 1101    0    0    CORRECT, ~a -> Y
 0010   | 1100    | 1101    0    0    CORRECT, ~a -> Y
 0010   | 1101    | 1101    0    0    CORRECT, ~a -> Y
 0010   | 1110    | 1101    0    0    CORRECT, ~a -> Y
 0010   | 1111    | 1101    0    0    CORRECT, ~a -> Y
-----------------------------------
 0011   | 0000    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 0001    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 0010    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 0011    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 0100    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 0101    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 0110    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 0111    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 1000    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 1001    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 1010    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 1011    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 1100    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 1101    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 1110    | 1100    0    0    CORRECT, ~a -> Y
 0011   | 1111    | 1100    0    0    CORRECT, ~a -> Y
-----------------------------------
 0100   | 0000    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 0001    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 0010    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 0011    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 0100    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 0101    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 0110    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 0111    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 1000    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 1001    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 1010    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 1011    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 1100    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 1101    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 1110    | 1011    0    0    CORRECT, ~a -> Y
 0100   | 1111    | 1011    0    0    CORRECT, ~a -> Y
-----------------------------------
 0101   | 0000    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 0001    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 0010    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 0011    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 0100    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 0101    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 0110    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 0111    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 1000    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 1001    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 1010    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 1011    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 1100    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 1101    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 1110    | 1010    0    0    CORRECT, ~a -> Y
 0101   | 1111    | 1010    0    0    CORRECT, ~a -> Y
-----------------------------------
 0110   | 0000    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 0001    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 0010    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 0011    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 0100    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 0101    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 0110    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 0111    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 1000    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 1001    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 1010    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 1011    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 1100    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 1101    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 1110    | 1001    0    0    CORRECT, ~a -> Y
 0110   | 1111    | 1001    0    0    CORRECT, ~a -> Y
-----------------------------------
 0111   | 0000    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 0001    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 0010    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 0011    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 0100    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 0101    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 0110    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 0111    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 1000    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 1001    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 1010    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 1011    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 1100    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 1101    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 1110    | 1000    0    0    CORRECT, ~a -> Y
 0111   | 1111    | 1000    0    0    CORRECT, ~a -> Y
-----------------------------------
 1000   | 0000    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 0001    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 0010    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 0011    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 0100    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 0101    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 0110    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 0111    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 1000    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 1001    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 1010    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 1011    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 1100    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 1101    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 1110    | 0111    0    0    CORRECT, ~a -> Y
 1000   | 1111    | 0111    0    0    CORRECT, ~a -> Y
-----------------------------------
 1001   | 0000    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 0001    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 0010    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 0011    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 0100    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 0101    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 0110    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 0111    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 1000    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 1001    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 1010    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 1011    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 1100    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 1101    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 1110    | 0110    0    0    CORRECT, ~a -> Y
 1001   | 1111    | 0110    0    0    CORRECT, ~a -> Y
-----------------------------------
 1010   | 0000    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 0001    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 0010    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 0011    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 0100    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 0101    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 0110    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 0111    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 1000    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 1001    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 1010    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 1011    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 1100    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 1101    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 1110    | 0101    0    0    CORRECT, ~a -> Y
 1010   | 1111    | 0101    0    0    CORRECT, ~a -> Y
-----------------------------------
 1011   | 0000    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 0001    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 0010    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 0011    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 0100    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 0101    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 0110    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 0111    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 1000    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 1001    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 1010    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 1011    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 1100    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 1101    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 1110    | 0100    0    0    CORRECT, ~a -> Y
 1011   | 1111    | 0100    0    0    CORRECT, ~a -> Y
-----------------------------------
 1100   | 0000    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 0001    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 0010    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 0011    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 0100    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 0101    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 0110    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 0111    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 1000    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 1001    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 1010    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 1011    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 1100    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 1101    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 1110    | 0011    0    0    CORRECT, ~a -> Y
 1100   | 1111    | 0011    0    0    CORRECT, ~a -> Y
-----------------------------------
 1101   | 0000    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 0001    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 0010    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 0011    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 0100    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 0101    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 0110    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 0111    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 1000    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 1001    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 1010    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 1011    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 1100    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 1101    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 1110    | 0010    0    0    CORRECT, ~a -> Y
 1101   | 1111    | 0010    0    0    CORRECT, ~a -> Y
-----------------------------------
 1110   | 0000    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 0001    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 0010    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 0011    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 0100    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 0101    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 0110    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 0111    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 1000    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 1001    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 1010    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 1011    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 1100    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 1101    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 1110    | 0001    0    0    CORRECT, ~a -> Y
 1110   | 1111    | 0001    0    0    CORRECT, ~a -> Y
-----------------------------------
 1111   | 0000    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 0001    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 0010    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 0011    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 0100    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 0101    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 0110    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 0111    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 1000    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 1001    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 1010    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 1011    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 1100    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 1101    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 1110    | 0000    0    0    CORRECT, ~a -> Y
 1111   | 1111    | 0000    0    0    CORRECT, ~a -> Y
-----------------------------------


************************************************************************************
************************************************************************************


test add  ,  select =  100  ,  a[3:0] + b[3:0] --> Y[3:0]

   a    |   b     |  Y     S_O  U_O
-----------------------------------
 0000   | 0000    | 0000    0    0  ~~~~    0 +   0 =   0   <*>     0 +   0 =   0
 0000   | 0001    | 0001    0    0  ~~~~    0 +   1 =   1   <*>     0 +   1 =   1
 0000   | 0010    | 0010    0    0  ~~~~    0 +   2 =   2   <*>     0 +   2 =   2
 0000   | 0011    | 0011    0    0  ~~~~    0 +   3 =   3   <*>     0 +   3 =   3
 0000   | 0100    | 0100    0    0  ~~~~    0 +   4 =   4   <*>     0 +   4 =   4
 0000   | 0101    | 0101    0    0  ~~~~    0 +   5 =   5   <*>     0 +   5 =   5
 0000   | 0110    | 0110    0    0  ~~~~    0 +   6 =   6   <*>     0 +   6 =   6
 0000   | 0111    | 0111    0    0  ~~~~    0 +   7 =   7   <*>     0 +   7 =   7
 0000   | 1000    | 1000    0    0  ~~~~    0 +  -8 =  -8   <*>     0 +   8 =   8
 0000   | 1001    | 1001    0    0  ~~~~    0 +  -7 =  -7   <*>     0 +   9 =   9
 0000   | 1010    | 1010    0    0  ~~~~    0 +  -6 =  -6   <*>     0 +  10 =  10
 0000   | 1011    | 1011    0    0  ~~~~    0 +  -5 =  -5   <*>     0 +  11 =  11
 0000   | 1100    | 1100    0    0  ~~~~    0 +  -4 =  -4   <*>     0 +  12 =  12
 0000   | 1101    | 1101    0    0  ~~~~    0 +  -3 =  -3   <*>     0 +  13 =  13
 0000   | 1110    | 1110    0    0  ~~~~    0 +  -2 =  -2   <*>     0 +  14 =  14
 0000   | 1111    | 1111    0    0  ~~~~    0 +  -1 =  -1   <*>     0 +  15 =  15
-----------------------------------
 0001   | 0000    | 0001    0    0  ~~~~    1 +   0 =   1   <*>     1 +   0 =   1
 0001   | 0001    | 0010    0    0  ~~~~    1 +   1 =   2   <*>     1 +   1 =   2
 0001   | 0010    | 0011    0    0  ~~~~    1 +   2 =   3   <*>     1 +   2 =   3
 0001   | 0011    | 0100    0    0  ~~~~    1 +   3 =   4   <*>     1 +   3 =   4
 0001   | 0100    | 0101    0    0  ~~~~    1 +   4 =   5   <*>     1 +   4 =   5
 0001   | 0101    | 0110    0    0  ~~~~    1 +   5 =   6   <*>     1 +   5 =   6
 0001   | 0110    | 0111    0    0  ~~~~    1 +   6 =   7   <*>     1 +   6 =   7
 0001   | 0111    | 1000    1    0  ~~~~    1 +   7 =   8   <*>     1 +   7 =   8
 0001   | 1000    | 1001    0    0  ~~~~    1 +  -8 =  -7   <*>     1 +   8 =   9
 0001   | 1001    | 1010    0    0  ~~~~    1 +  -7 =  -6   <*>     1 +   9 =  10
 0001   | 1010    | 1011    0    0  ~~~~    1 +  -6 =  -5   <*>     1 +  10 =  11
 0001   | 1011    | 1100    0    0  ~~~~    1 +  -5 =  -4   <*>     1 +  11 =  12
 0001   | 1100    | 1101    0    0  ~~~~    1 +  -4 =  -3   <*>     1 +  12 =  13
 0001   | 1101    | 1110    0    0  ~~~~    1 +  -3 =  -2   <*>     1 +  13 =  14
 0001   | 1110    | 1111    0    0  ~~~~    1 +  -2 =  -1   <*>     1 +  14 =  15
 0001   | 1111    | 0000    0    1  ~~~~    1 +  -1 =   0   <*>     1 +  15 =  16
-----------------------------------
 0010   | 0000    | 0010    0    0  ~~~~    2 +   0 =   2   <*>     2 +   0 =   2
 0010   | 0001    | 0011    0    0  ~~~~    2 +   1 =   3   <*>     2 +   1 =   3
 0010   | 0010    | 0100    0    0  ~~~~    2 +   2 =   4   <*>     2 +   2 =   4
 0010   | 0011    | 0101    0    0  ~~~~    2 +   3 =   5   <*>     2 +   3 =   5
 0010   | 0100    | 0110    0    0  ~~~~    2 +   4 =   6   <*>     2 +   4 =   6
 0010   | 0101    | 0111    0    0  ~~~~    2 +   5 =   7   <*>     2 +   5 =   7
 0010   | 0110    | 1000    1    0  ~~~~    2 +   6 =   8   <*>     2 +   6 =   8
 0010   | 0111    | 1001    1    0  ~~~~    2 +   7 =   9   <*>     2 +   7 =   9
 0010   | 1000    | 1010    0    0  ~~~~    2 +  -8 =  -6   <*>     2 +   8 =  10
 0010   | 1001    | 1011    0    0  ~~~~    2 +  -7 =  -5   <*>     2 +   9 =  11
 0010   | 1010    | 1100    0    0  ~~~~    2 +  -6 =  -4   <*>     2 +  10 =  12
 0010   | 1011    | 1101    0    0  ~~~~    2 +  -5 =  -3   <*>     2 +  11 =  13
 0010   | 1100    | 1110    0    0  ~~~~    2 +  -4 =  -2   <*>     2 +  12 =  14
 0010   | 1101    | 1111    0    0  ~~~~    2 +  -3 =  -1   <*>     2 +  13 =  15
 0010   | 1110    | 0000    0    1  ~~~~    2 +  -2 =   0   <*>     2 +  14 =  16
 0010   | 1111    | 0001    0    1  ~~~~    2 +  -1 =   1   <*>     2 +  15 =  17
-----------------------------------
 0011   | 0000    | 0011    0    0  ~~~~    3 +   0 =   3   <*>     3 +   0 =   3
 0011   | 0001    | 0100    0    0  ~~~~    3 +   1 =   4   <*>     3 +   1 =   4
 0011   | 0010    | 0101    0    0  ~~~~    3 +   2 =   5   <*>     3 +   2 =   5
 0011   | 0011    | 0110    0    0  ~~~~    3 +   3 =   6   <*>     3 +   3 =   6
 0011   | 0100    | 0111    0    0  ~~~~    3 +   4 =   7   <*>     3 +   4 =   7
 0011   | 0101    | 1000    1    0  ~~~~    3 +   5 =   8   <*>     3 +   5 =   8
 0011   | 0110    | 1001    1    0  ~~~~    3 +   6 =   9   <*>     3 +   6 =   9
 0011   | 0111    | 1010    1    0  ~~~~    3 +   7 =  10   <*>     3 +   7 =  10
 0011   | 1000    | 1011    0    0  ~~~~    3 +  -8 =  -5   <*>     3 +   8 =  11
 0011   | 1001    | 1100    0    0  ~~~~    3 +  -7 =  -4   <*>     3 +   9 =  12
 0011   | 1010    | 1101    0    0  ~~~~    3 +  -6 =  -3   <*>     3 +  10 =  13
 0011   | 1011    | 1110    0    0  ~~~~    3 +  -5 =  -2   <*>     3 +  11 =  14
 0011   | 1100    | 1111    0    0  ~~~~    3 +  -4 =  -1   <*>     3 +  12 =  15
 0011   | 1101    | 0000    0    1  ~~~~    3 +  -3 =   0   <*>     3 +  13 =  16
 0011   | 1110    | 0001    0    1  ~~~~    3 +  -2 =   1   <*>     3 +  14 =  17
 0011   | 1111    | 0010    0    1  ~~~~    3 +  -1 =   2   <*>     3 +  15 =  18
-----------------------------------
 0100   | 0000    | 0100    0    0  ~~~~    4 +   0 =   4   <*>     4 +   0 =   4
 0100   | 0001    | 0101    0    0  ~~~~    4 +   1 =   5   <*>     4 +   1 =   5
 0100   | 0010    | 0110    0    0  ~~~~    4 +   2 =   6   <*>     4 +   2 =   6
 0100   | 0011    | 0111    0    0  ~~~~    4 +   3 =   7   <*>     4 +   3 =   7
 0100   | 0100    | 1000    1    0  ~~~~    4 +   4 =   8   <*>     4 +   4 =   8
 0100   | 0101    | 1001    1    0  ~~~~    4 +   5 =   9   <*>     4 +   5 =   9
 0100   | 0110    | 1010    1    0  ~~~~    4 +   6 =  10   <*>     4 +   6 =  10
 0100   | 0111    | 1011    1    0  ~~~~    4 +   7 =  11   <*>     4 +   7 =  11
 0100   | 1000    | 1100    0    0  ~~~~    4 +  -8 =  -4   <*>     4 +   8 =  12
 0100   | 1001    | 1101    0    0  ~~~~    4 +  -7 =  -3   <*>     4 +   9 =  13
 0100   | 1010    | 1110    0    0  ~~~~    4 +  -6 =  -2   <*>     4 +  10 =  14
 0100   | 1011    | 1111    0    0  ~~~~    4 +  -5 =  -1   <*>     4 +  11 =  15
 0100   | 1100    | 0000    0    1  ~~~~    4 +  -4 =   0   <*>     4 +  12 =  16
 0100   | 1101    | 0001    0    1  ~~~~    4 +  -3 =   1   <*>     4 +  13 =  17
 0100   | 1110    | 0010    0    1  ~~~~    4 +  -2 =   2   <*>     4 +  14 =  18
 0100   | 1111    | 0011    0    1  ~~~~    4 +  -1 =   3   <*>     4 +  15 =  19
-----------------------------------
 0101   | 0000    | 0101    0    0  ~~~~    5 +   0 =   5   <*>     5 +   0 =   5
 0101   | 0001    | 0110    0    0  ~~~~    5 +   1 =   6   <*>     5 +   1 =   6
 0101   | 0010    | 0111    0    0  ~~~~    5 +   2 =   7   <*>     5 +   2 =   7
 0101   | 0011    | 1000    1    0  ~~~~    5 +   3 =   8   <*>     5 +   3 =   8
 0101   | 0100    | 1001    1    0  ~~~~    5 +   4 =   9   <*>     5 +   4 =   9
 0101   | 0101    | 1010    1    0  ~~~~    5 +   5 =  10   <*>     5 +   5 =  10
 0101   | 0110    | 1011    1    0  ~~~~    5 +   6 =  11   <*>     5 +   6 =  11
 0101   | 0111    | 1100    1    0  ~~~~    5 +   7 =  12   <*>     5 +   7 =  12
 0101   | 1000    | 1101    0    0  ~~~~    5 +  -8 =  -3   <*>     5 +   8 =  13
 0101   | 1001    | 1110    0    0  ~~~~    5 +  -7 =  -2   <*>     5 +   9 =  14
 0101   | 1010    | 1111    0    0  ~~~~    5 +  -6 =  -1   <*>     5 +  10 =  15
 0101   | 1011    | 0000    0    1  ~~~~    5 +  -5 =   0   <*>     5 +  11 =  16
 0101   | 1100    | 0001    0    1  ~~~~    5 +  -4 =   1   <*>     5 +  12 =  17
 0101   | 1101    | 0010    0    1  ~~~~    5 +  -3 =   2   <*>     5 +  13 =  18
 0101   | 1110    | 0011    0    1  ~~~~    5 +  -2 =   3   <*>     5 +  14 =  19
 0101   | 1111    | 0100    0    1  ~~~~    5 +  -1 =   4   <*>     5 +  15 =  20
-----------------------------------
 0110   | 0000    | 0110    0    0  ~~~~    6 +   0 =   6   <*>     6 +   0 =   6
 0110   | 0001    | 0111    0    0  ~~~~    6 +   1 =   7   <*>     6 +   1 =   7
 0110   | 0010    | 1000    1    0  ~~~~    6 +   2 =   8   <*>     6 +   2 =   8
 0110   | 0011    | 1001    1    0  ~~~~    6 +   3 =   9   <*>     6 +   3 =   9
 0110   | 0100    | 1010    1    0  ~~~~    6 +   4 =  10   <*>     6 +   4 =  10
 0110   | 0101    | 1011    1    0  ~~~~    6 +   5 =  11   <*>     6 +   5 =  11
 0110   | 0110    | 1100    1    0  ~~~~    6 +   6 =  12   <*>     6 +   6 =  12
 0110   | 0111    | 1101    1    0  ~~~~    6 +   7 =  13   <*>     6 +   7 =  13
 0110   | 1000    | 1110    0    0  ~~~~    6 +  -8 =  -2   <*>     6 +   8 =  14
 0110   | 1001    | 1111    0    0  ~~~~    6 +  -7 =  -1   <*>     6 +   9 =  15
 0110   | 1010    | 0000    0    1  ~~~~    6 +  -6 =   0   <*>     6 +  10 =  16
 0110   | 1011    | 0001    0    1  ~~~~    6 +  -5 =   1   <*>     6 +  11 =  17
 0110   | 1100    | 0010    0    1  ~~~~    6 +  -4 =   2   <*>     6 +  12 =  18
 0110   | 1101    | 0011    0    1  ~~~~    6 +  -3 =   3   <*>     6 +  13 =  19
 0110   | 1110    | 0100    0    1  ~~~~    6 +  -2 =   4   <*>     6 +  14 =  20
 0110   | 1111    | 0101    0    1  ~~~~    6 +  -1 =   5   <*>     6 +  15 =  21
-----------------------------------
 0111   | 0000    | 0111    0    0  ~~~~    7 +   0 =   7   <*>     7 +   0 =   7
 0111   | 0001    | 1000    1    0  ~~~~    7 +   1 =   8   <*>     7 +   1 =   8
 0111   | 0010    | 1001    1    0  ~~~~    7 +   2 =   9   <*>     7 +   2 =   9
 0111   | 0011    | 1010    1    0  ~~~~    7 +   3 =  10   <*>     7 +   3 =  10
 0111   | 0100    | 1011    1    0  ~~~~    7 +   4 =  11   <*>     7 +   4 =  11
 0111   | 0101    | 1100    1    0  ~~~~    7 +   5 =  12   <*>     7 +   5 =  12
 0111   | 0110    | 1101    1    0  ~~~~    7 +   6 =  13   <*>     7 +   6 =  13
 0111   | 0111    | 1110    1    0  ~~~~    7 +   7 =  14   <*>     7 +   7 =  14
 0111   | 1000    | 1111    0    0  ~~~~    7 +  -8 =  -1   <*>     7 +   8 =  15
 0111   | 1001    | 0000    0    1  ~~~~    7 +  -7 =   0   <*>     7 +   9 =  16
 0111   | 1010    | 0001    0    1  ~~~~    7 +  -6 =   1   <*>     7 +  10 =  17
 0111   | 1011    | 0010    0    1  ~~~~    7 +  -5 =   2   <*>     7 +  11 =  18
 0111   | 1100    | 0011    0    1  ~~~~    7 +  -4 =   3   <*>     7 +  12 =  19
 0111   | 1101    | 0100    0    1  ~~~~    7 +  -3 =   4   <*>     7 +  13 =  20
 0111   | 1110    | 0101    0    1  ~~~~    7 +  -2 =   5   <*>     7 +  14 =  21
 0111   | 1111    | 0110    0    1  ~~~~    7 +  -1 =   6   <*>     7 +  15 =  22
-----------------------------------
 1000   | 0000    | 1000    0    0  ~~~~   -8 +   0 =  -8   <*>     8 +   0 =   8
 1000   | 0001    | 1001    0    0  ~~~~   -8 +   1 =  -7   <*>     8 +   1 =   9
 1000   | 0010    | 1010    0    0  ~~~~   -8 +   2 =  -6   <*>     8 +   2 =  10
 1000   | 0011    | 1011    0    0  ~~~~   -8 +   3 =  -5   <*>     8 +   3 =  11
 1000   | 0100    | 1100    0    0  ~~~~   -8 +   4 =  -4   <*>     8 +   4 =  12
 1000   | 0101    | 1101    0    0  ~~~~   -8 +   5 =  -3   <*>     8 +   5 =  13
 1000   | 0110    | 1110    0    0  ~~~~   -8 +   6 =  -2   <*>     8 +   6 =  14
 1000   | 0111    | 1111    0    0  ~~~~   -8 +   7 =  -1   <*>     8 +   7 =  15
 1000   | 1000    | 0000    1    1  ~~~~   -8 +  -8 = -16   <*>     8 +   8 =  16
 1000   | 1001    | 0001    1    1  ~~~~   -8 +  -7 = -15   <*>     8 +   9 =  17
